,Title,Author,Published,Link
638,Learning robot actions based on self-organising language memory,"Elshaw, M.",2003,https://pureportal.coventry.ac.uk/en/publications/learning-robot-actions-based-on-self-organising-language-memory
639,Towards Integrating Learning by Demonstration and Learning by Instruction in a Multimodal Robotics,"Elshaw, M.",2003,https://pureportal.coventry.ac.uk/en/publications/towards-integrating-learning-by-demonstration-and-learning-by-ins
640,Syzygy modules for dihedral groups,"Evans, J. D. P.",2021,https://pureportal.coventry.ac.uk/en/publications/syzygy-modules-for-dihedral-groups
641,Similarity preserving overlapping community detection in signed networks,"Fei, X.",Mar 2021,https://pureportal.coventry.ac.uk/en/publications/similarity-preserving-overlapping-community-detection-in-signed-n
642,Network Embedding Using Deep Robust Nonnegative Matrix Factorization,"Fei, X.",4 May 2020,https://pureportal.coventry.ac.uk/en/publications/network-embedding-using-deep-robust-nonnegative-matrix-factorizat
643,CPS Data Streams Analytics based on Machine Learning for Cloud and Fog Computing: A Survey,"Fei, X.",Jan 2019,https://pureportal.coventry.ac.uk/en/publications/cps-data-streams-analytics-based-on-machine-learning-for-cloud-an
644,Improving generalization ability of Instance-transfer Based Imbalanced Sentiment Classification of Turn-Level Interactive Chinese Texts,"Fei, X.",Jun 2019,https://pureportal.coventry.ac.uk/en/publications/improving-generalization-ability-of-instance-transfer-based-imbal
645,Improving NMF-based community discovery using distributed robust nonnegative matrix factorization with SimRank similarity measure,"Fei, X.",Oct 2018,https://pureportal.coventry.ac.uk/en/publications/improving-nmf-based-community-discovery-using-distributed-robust-
646,A method of demand-driven and data-centric Web service configuration for flexible business process implementation,"Fei, X.",2017,https://pureportal.coventry.ac.uk/en/publications/a-method-of-demand-driven-and-data-centric-web-service-configurat-2
647,A topic community-based method for friend recommendation in large-scale online social networks,"Fei, X.",25 Mar 2017,https://pureportal.coventry.ac.uk/en/publications/a-topic-community-based-method-for-friend-recommendation-in-large-2
648,Graph Analysis of Fog Computing Systems for Industry 4.0,"Verba, N.",22 Nov 2017,https://pureportal.coventry.ac.uk/en/publications/graph-analysis-of-fog-computing-systems-for-industry-40
649,Platform as a service gateway for the Fog of Things,"Verba, N.",Aug 2017,https://pureportal.coventry.ac.uk/en/publications/platform-as-a-service-gateway-for-the-fog-of-things-2
650,A Topic Community-based Method for Friend Recommendation in Online Social Networks via Joint Nonnegative Matrix Factorization,"Fei, X.",2015,https://pureportal.coventry.ac.uk/en/publications/a-topic-community-based-method-for-friend-recommendation-in-onlin-2
651,IT for future e-business management [editorial],"Fei, X.",2015,https://pureportal.coventry.ac.uk/en/publications/it-for-future-e-business-management-editorial-2
652,Stochastic modeling of dynamic right-sizing for energy-efficiency in cloud data centers,"Fei, X.",Jul 2015,https://pureportal.coventry.ac.uk/en/publications/stochastic-modeling-of-dynamic-right-sizing-for-energy-efficiency-2
653,An intelligent framework for activity led learning in network planning and management,"Iqbal, R.",2014,https://pureportal.coventry.ac.uk/en/publications/an-intelligent-framework-for-activity-led-learning-in-network-pla-2
654,Energy Consumption Data Based Machine Anomaly Detection,"Fei, X.",Nov 2014,https://pureportal.coventry.ac.uk/en/publications/energy-consumption-data-based-machine-anomaly-detection-2
655,Applications development on a rule-based WSN middleware,"Fei, X.",2012,https://pureportal.coventry.ac.uk/en/publications/applications-development-on-a-rule-based-wsn-middleware-2
656,REED: Flexible rule based programming of wireless sensor networks at runtime,"Fei, X.",2012,https://pureportal.coventry.ac.uk/en/publications/reed-flexible-rule-based-programming-of-wireless-sensor-networks--2
657,Development of a rule based wireless sensor network middleware,"Fei, X.",2010,https://pureportal.coventry.ac.uk/en/publications/development-of-a-rule-based-wireless-sensor-network-middleware-2
658,Priority based message transmission over unreliable wireless links for safety critical monitoring applications,"Fei, X.",2009,https://pureportal.coventry.ac.uk/en/publications/priority-based-message-transmission-over-unreliable-wireless-link-2
659,The application of mobile-commerce in the University and its security concerns - a case study of Coventry University,"Fei, X.",2009,https://pureportal.coventry.ac.uk/en/publications/the-application-of-mobile-commerce-in-the-university-and-its-secu-2
660,Applying nature-inspired optimization algorithms for selecting important timestamps to reduce time series dimensionality,"Muhammad Fuad, M. M.",1 Mar 2019,https://pureportal.coventry.ac.uk/en/publications/applying-nature-inspired-optimization-algorithms-for-selecting-im
661,Aggressive pruning strategy for time series retrieval using a multi-resolution representation based on vector quantization coupled with discrete wavelet transform,"Muhammad Fuad, M. M.",Feb 2017,https://pureportal.coventry.ac.uk/en/publications/aggressive-pruning-strategy-for-time-series-retrieval-using-a-mul
662,Modeling non-equilibrium population using variable-chromosome-length genetic algorithm,"Fuad, M. M. M.",5 Jul 2017,https://pureportal.coventry.ac.uk/en/publications/modeling-non-equilibrium-population-using-variable-chromosome-len
663,A differential evolution optimization algorithm for reducing time series dimensionality,"Fuad, M. M. M.",21 Nov 2016,https://pureportal.coventry.ac.uk/en/publications/a-differential-evolution-optimization-algorithm-for-reducing-time
664,An experimental evaluation of the adaptive sampling method for time series classification and clustering,"Fuad, M. M. M.",1 Jan 2016,https://pureportal.coventry.ac.uk/en/publications/an-experimental-evaluation-of-the-adaptive-sampling-method-for-ti
665,Optimized word-size time series representation method using a genetic algorithm with a flexible encoding scheme,"Muhammad Fuad, M. M.",5 Nov 2016,https://pureportal.coventry.ac.uk/en/publications/optimized-word-size-time-series-representation-method-using-a-gen
666,Variable-chromosome-length genetic algorithm for time series discretization,"Muhammad Fuad, M. M.",6 Aug 2016,https://pureportal.coventry.ac.uk/en/publications/variable-chromosome-length-genetic-algorithm-for-time-series-disc
667,A Haar wavelet-based multi-resolution representation method of time series data,"Fuad, M. M. M.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/a-haar-wavelet-based-multi-resolution-representation-method-of-ti
668,Applying non-dominated sorting genetic algorithm ii to multi-objective optimization of a weighted multi-metric distance for performing data mining tasks,"Fuad, M. M. M.",2015,https://pureportal.coventry.ac.uk/en/publications/applying-non-dominated-sorting-genetic-algorithm-ii-to-multi-obje
669,Chemo-inspired genetic algorithm for optimizing the piecewise aggregate approximation,"Muhammad Fuad, M. M.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/chemo-inspired-genetic-algorithm-for-optimizing-the-piecewise-agg
670,Hierarchical clustering of DNA microarray data using a hybrid of bacterial foraging and differential evolution,"Muhammad Fuad, M. M.",19 Nov 2015,https://pureportal.coventry.ac.uk/en/publications/hierarchical-clustering-of-dna-microarray-data-using-a-hybrid-of-
671,Multi-objective optimization for clustering microarray gene expression data - a comparative study,"Muhammad Fuad, M. M.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/multi-objective-optimization-for-clustering-microarray-gene-expre
672,On the application of bio-inspired optimization algorithms to fuzzy C-Means clustering of time series,"Fuad, M. M. M.",2015,https://pureportal.coventry.ac.uk/en/publications/on-the-application-of-bio-inspired-optimization-algorithms-to-fuz
673,Optimized multi-resolution indexing and retrieval scheme of time series,"Muhammad Fuad, M. M.",Sep 2015,https://pureportal.coventry.ac.uk/en/publications/optimized-multi-resolution-indexing-and-retrieval-scheme-of-time-
674,A hybrid of bacterial foraging and differential evolution -based distance of sequences,"Fuad, M. M. M.",1 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/a-hybrid-of-bacterial-foraging-and-differential-evolution-based-d
675,A synergy of artificial bee colony and genetic algorithms to determine the parameters of the ∑-gram distance,"Muhammad Fuad, M. M.",1 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/a-synergy-of-artificial-bee-colony-and-genetic-algorithms-to-dete
676,A weighted minimum distance using hybridization of particle swarm optimization and Bacterial Foraging,"Muhammad Fuad, M. M.",1 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/a-weighted-minimum-distance-using-hybridization-of-particle-swarm
677,Differential evolution-based weighted combination  of distance metrics for k-means clustering,"Muhammad Marwan Muhammad, F.",1 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/differential-evolution-based-weighted-combination-of-distance-met
678,One-step or two-step optimization and the overfitting phenomenon: A case study on time series classification,"Fuad, M. M. M.",1 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/one-step-or-two-step-optimization-and-the-overfitting-phenomenon-
679,Parameter-free extended edit distance,"Muhammad Fuad, M. M.",1 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/parameter-free-extended-edit-distance
680,A pre-initialization stage of population-based bio-inspired metaheuristics for handling expensive optimization problems,"Fuad, M. M. M.",1 Dec 2013,https://pureportal.coventry.ac.uk/en/publications/a-pre-initialization-stage-of-population-based-bio-inspired-metah
681,When optimization is just an illusion,"Muhammad Fuad, M. M.",1 Dec 2013,https://pureportal.coventry.ac.uk/en/publications/when-optimization-is-just-an-illusion
682,ABC-SG: A new artificial bee colony algorithm-based distance of sequential data using sigma grams,"Muhammad Fuad, M. M.",1 Jan 2012,https://pureportal.coventry.ac.uk/en/publications/abc-sg-a-new-artificial-bee-colony-algorithm-based-distance-of-se
683,Differential evolution versus genetic algorithms: Towards symbolic aggregate approximation of non-normalized time series,"Fuad, M. M. M.",28 Sep 2012,https://pureportal.coventry.ac.uk/en/publications/differential-evolution-versus-genetic-algorithms-towards-symbolic
684,Genetic algorithms-based symbolic aggregate approximation,"Muhammad Fuad, M. M.",1 Oct 2012,https://pureportal.coventry.ac.uk/en/publications/genetic-algorithms-based-symbolic-aggregate-approximation
685,Particle swarm optimization of information-content weighting of symbolic aggregate approximation,"Muhammad Fuad, M. M.",1 Dec 2012,https://pureportal.coventry.ac.uk/en/publications/particle-swarm-optimization-of-information-content-weighting-of-s
686,Towards normalizing the edit distance using a genetic algorithms-based scheme,"Muhammad Fuad, M. M.",1 Dec 2012,https://pureportal.coventry.ac.uk/en/publications/towards-normalizing-the-edit-distance-using-a-genetic-algorithms-
687,Using differential evolution to set weights to segments with different information content in the piecewise aggregate approximation,"Fuad, M. M. M.",Sep 2012,https://pureportal.coventry.ac.uk/en/publications/using-differential-evolution-to-set-weights-to-segments-with-diff
688,Enhancing the symbolic aggregate approximation method using updated lookup tables,"Muhammad Fuad, M. M.",23 Nov 2010,https://pureportal.coventry.ac.uk/en/publications/enhancing-the-symbolic-aggregate-approximation-method-using-updat
689,Fast retrieval of time series using a multi-resolution filter with multiple reduced spaces,"Fuad, M. M. M.",21 Dec 2010,https://pureportal.coventry.ac.uk/en/publications/fast-retrieval-of-time-series-using-a-multi-resolution-filter-wit
690,Multi-resolution approach to time series retrieval,"Fuad, M. M. M.",15 Dec 2010,https://pureportal.coventry.ac.uk/en/publications/multi-resolution-approach-to-time-series-retrieval
691,Speeding-up the similarity search in time series databases by coupling dimensionality reduction techniques with a fast-and-dirty filter,"Muhammad Fuad, M. M.",11 Nov 2010,https://pureportal.coventry.ac.uk/en/publications/speeding-up-the-similarity-search-in-time-series-databases-by-cou
692,Towards a faster symbolic aggregate approximation method,"Muhammad Fuad, M. M.",1 Dec 2010,https://pureportal.coventry.ac.uk/en/publications/towards-a-faster-symbolic-aggregate-approximation-method
693,Extending the edit distance using frequencies of common characters,"Fuad, M. M. M.",7 Oct 2008,https://pureportal.coventry.ac.uk/en/publications/extending-the-edit-distance-using-frequencies-of-common-character
694,The extended edit distance metric,"Fuad, M. M. M.",15 Aug 2008,https://pureportal.coventry.ac.uk/en/publications/the-extended-edit-distance-metric
695,Platform as a service gateway for the Fog of Things,"Verba, N.",Aug 2017,https://pureportal.coventry.ac.uk/en/publications/platform-as-a-service-gateway-for-the-fog-of-things-2
696,Cool to Warm Up? Understanding Student Energy Behaviour In Indonesian University Buildings.,"Halloran, J.",2015,https://pureportal.coventry.ac.uk/en/publications/cool-to-warm-up-understanding-student-energy-behaviour-in-indones-2
697,Edge mining the internet of things,"Gaura, E.",2013,https://pureportal.coventry.ac.uk/en/publications/edge-mining-the-internet-of-things-2
698,Virtual sensors to improve on-line hydraulic model calibration,"Goldsmith, D.",2012,https://pureportal.coventry.ac.uk/en/publications/virtual-sensors-to-improve-on-line-hydraulic-model-calibration
699,WaterWiSe@SG: A testbed for continuous monitoring of the water distribution system in Singapore,"Goldsmith, D.",2012,https://pureportal.coventry.ac.uk/en/publications/waterwisesg-a-testbed-for-continuous-monitoring-of-the-water-dist
700,The Spanish Inquisition Protocol—Model based transmission reduction for wireless sensor networks,"Goldsmith, D.",2010,https://pureportal.coventry.ac.uk/en/publications/the-spanish-inquisition-protocolmodel-based-transmission-reductio-2
701,FieldMAP: a spatiotemporal field monitoring application prototyping framework,"Brusey, J.",Nov 2009,https://pureportal.coventry.ac.uk/en/publications/fieldmap-a-spatiotemporal-field-monitoring-application-prototypin-2
702,Performance analysis of a prototype wireless monitoring system for a gas turbine,"Brusey, J.",2009,https://pureportal.coventry.ac.uk/en/publications/performance-analysis-of-a-prototype-wireless-monitoring-system-fo-2
703,Wireless sensor networks for aerospace applications- thermal monitoring for a gas turbine engine,"Goldsmith, D.",2009,https://pureportal.coventry.ac.uk/en/publications/wireless-sensor-networks-for-aerospace-applications-thermal-monit-2
704,Augmented reality environmental monitoring using wireless sensor networks,"Goldsmith, D.",2008,https://pureportal.coventry.ac.uk/en/publications/augmented-reality-environmental-monitoring-using-wireless-sensor--2
705,Prototype of a wireless monitoring system for a gas turbine engine,"Goldsmith, D.",Sep 2008,https://pureportal.coventry.ac.uk/en/publications/prototype-of-a-wireless-monitoring-system-for-a-gas-turbine-engin-2
706,Wireless instrumentation for aerospace applications—thermal monitoring for a gas turbine engine,"Goldsmith, D.",2008,https://pureportal.coventry.ac.uk/en/publications/wireless-instrumentation-for-aerospace-applicationsthermal-monito-2
707,Sense-enabled mixed reality museum exhibitions,"Goldsmith, D.",2007,https://pureportal.coventry.ac.uk/en/publications/sense-enabled-mixed-reality-museum-exhibitions-2
708,Design and evaluation of adaptive feedback to foster ICT information processing skills in young adults,"Grawemeyer, B.",1 Jan 2019,https://pureportal.coventry.ac.uk/en/publications/design-and-evaluation-of-adaptive-feedback-to-foster-ict-informat
709,The impact of affect-aware support on learning tasks that differ in their cognitive demands,"Grawemeyer, B.",20 Jun 2018,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-affect-aware-support-on-learning-tasks-that-differ-
710,Affective learning: improving engagement and enhancing learning with affect-aware feedback,"Grawemeyer, B.",1 Mar 2017,https://pureportal.coventry.ac.uk/en/publications/affective-learning-improving-engagement-and-enhancing-learning-wi
711,Exploring students’ affective states during learning with external representations,"Grawemeyer, B.",23 Jun 2017,https://pureportal.coventry.ac.uk/en/publications/exploring-students-affective-states-during-learning-with-external
712,Using Graph-based Modelling to explore changes in students’ affective states during exploratory learning tasks,"Grawemeyer, B.",1 Jan 2017,https://pureportal.coventry.ac.uk/en/publications/using-graph-based-modelling-to-explore-changes-in-students-affect
713,Affecting Off-Task Behaviour: How Affect-aware feedback can improve student learning,"Grawemeyer, B.",25 Apr 2016,https://pureportal.coventry.ac.uk/en/publications/affecting-off-task-behaviour-how-affect-aware-feedback-can-improv
714,"It ain't what you do, it's the way that you do it: Investigating the effect of students' active and constructive interactions with fractions representations","Grawemeyer, B.",1 Jan 2016,https://pureportal.coventry.ac.uk/en/publications/it-aint-what-you-do-its-the-way-that-you-do-it-investigating-the-
715,Adapting feedback types according to students’ affective states,"Grawemeyer, B.",17 Jun 2015,https://pureportal.coventry.ac.uk/en/publications/adapting-feedback-types-according-to-students-affective-states
716,Affect matters: Exploring the impact of feedback during mathematical tasks in an exploratory environment,"Grawemeyer, B.",17 Jun 2015,https://pureportal.coventry.ac.uk/en/publications/affect-matters-exploring-the-impact-of-feedback-during-mathematic
717,Can young people with autism spectrum disorder benefit from an open learner model?,"Grawemeyer, B.",17 Jun 2015,https://pureportal.coventry.ac.uk/en/publications/can-young-people-with-autism-spectrum-disorder-benefit-from-an-op
718,Deficits in metacognitive monitoring in mathematics assessments in learners with autism spectrum disorder,"Grawemeyer, B.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/deficits-in-metacognitive-monitoring-in-mathematics-assessments-i
719,"International workshop on affect, meta-affect, data and learning (AMADL 2015)","Grawemeyer, B.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/international-workshop-on-affect-meta-affect-data-and-learning-am
720,Light-bulb moment? Towards adaptive presentation of feedback based on students' affective state,"Grawemeyer, B.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/light-bulb-moment-towards-adaptive-presentation-of-feedback-based
721,Preface,"Grawemeyer, B.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/preface-9
722,Preface,"Grawemeyer, B.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/preface-10
723,Purpose and level of feedback in an exploratory learning environment for fractions,"Grawemeyer, B.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/purpose-and-level-of-feedback-in-an-exploratory-learning-environm
724,Robust student knowledge: Adapting to individual student needs as they explore the concepts and practice the procedures of fractions,"Grawemeyer, B.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/robust-student-knowledge-adapting-to-individual-student-needs-as-
725,"Talk, tutor, explore, learn: Intelligent tutoring and exploration for robust learning","Grawemeyer, B.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/talk-tutor-explore-learn-intelligent-tutoring-and-exploration-for
726,The impact of feedback on students' affective states,"Grawemeyer, B.",Jun 2015,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-feedback-on-students-affective-states
727,The impact of feedback on students' affective states,"Grawemeyer, B.",Jun 2015,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-feedback-on-students-affective-states-2
728,Employing speech to contribute to modelling and adapting to students' affective states,"Grawemeyer, B.",1 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/employing-speech-to-contribute-to-modelling-and-adapting-to-stude
729,Exploring the potential of speech recognition to support problem solving and reflection: Wizards go to school in the elementary maths classroom,"Grawemeyer, B.",1 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/exploring-the-potential-of-speech-recognition-to-support-problem-
730,"Interventions during student multimodal learning activities: Which, and why?","Grawemeyer, B.",1 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/interventions-during-student-multimodal-learning-activities-which
731,Developing an embodied pedagogical agent with and for young people with autism spectrum disorder,"Grawemeyer, B.",22 Jun 2012,https://pureportal.coventry.ac.uk/en/publications/developing-an-embodied-pedagogical-agent-with-and-for-young-peopl
732,Developing IDEAS: Supporting children with Autism within a participatory design team,"Grawemeyer, B.",24 May 2012,https://pureportal.coventry.ac.uk/en/publications/developing-ideas-supporting-children-with-autism-within-a-partici
733,Rational security: Modelling everyday password use,"Grawemeyer, B.",1 Jun 2012,https://pureportal.coventry.ac.uk/en/publications/rational-security-modelling-everyday-password-use
734,IDEAS: An interface design experience for the autistic spectrum,"Grawemeyer, B.",8 Jun 2011,https://pureportal.coventry.ac.uk/en/publications/ideas-an-interface-design-experience-for-the-autistic-spectrum
735,Using and managing multiple passwords: A week to a view,"Grawemeyer, B.",1 May 2011,https://pureportal.coventry.ac.uk/en/publications/using-and-managing-multiple-passwords-a-week-to-a-view
736,The effects of users' background diagram knowledge and task characteristics upon information display selection,"Grawemeyer, B.",1 Dec 2008,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-users-background-diagram-knowledge-and-task-charac
737,Evaluation of ERST - An external representation selection tutor,"Grawemeyer, B.",1 Jan 2006,https://pureportal.coventry.ac.uk/en/publications/evaluation-of-erst-an-external-representation-selection-tutor
738,A bayesian approach to modelling users' information display preferences,"Grawemeyer, B.",1 Jan 2005,https://pureportal.coventry.ac.uk/en/publications/a-bayesian-approach-to-modelling-users-information-display-prefer
739,Graphical data displays and database queries: Helping users select the right display for the task,"Grawemeyer, B.",1 Jan 2005,https://pureportal.coventry.ac.uk/en/publications/graphical-data-displays-and-database-queries-helping-users-select
740,The effect of knowledge-of-external-representations upon performance and representational choice in a database query task,"Grawemeyer, B.",1 Jan 2004,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-knowledge-of-external-representations-upon-performa
741,AUDIX: A Knowledge-based System for speech-therapeutic auditory discrimination exercises,"Grawemeyer, B.",1 Jan 2000,https://pureportal.coventry.ac.uk/en/publications/audix-a-knowledge-based-system-for-speech-therapeutic-auditory-di
742,Knowledge-based document analysis,"Grawemeyer, B.",Aug 1997,https://pureportal.coventry.ac.uk/en/publications/knowledge-based-document-analysis
743,Non-Newtonian channel flow—exact solutions,"Griffiths, P.",26 Apr 2020,https://pureportal.coventry.ac.uk/en/publications/non-newtonian-channel-flowexact-solutions
744,On the stability of a heated rotating-disk boundary layer in a temperature-dependent viscosity fluid,"Griffiths, P.",Feb 2020,https://pureportal.coventry.ac.uk/en/publications/on-the-stability-of-a-heated-rotating-disk-boundary-layer-in-a-te
745,The instability of non-Newtonian boundary-layer flows over rough rotating disks,"Griffiths, P.",Nov 2019,https://pureportal.coventry.ac.uk/en/publications/the-instability-of-non-newtonian-boundary-layer-flows-over-rough-
746,On the stability of the Blasius boundary layer over a heated plate in a temperature-dependent viscosity flow,"Griffiths, P.",9 Nov 2018,https://pureportal.coventry.ac.uk/en/publications/on-the-stability-of-the-blasius-boundary-layer-over-a-heated-plat
747,Quantifying non-Newtonian effects in rotating boundary-layer flows,"Griffiths, P. T.",1 Jan 2017,https://pureportal.coventry.ac.uk/en/publications/quantifying-non-newtonian-effects-in-rotating-boundary-layer-flow
748,Stability of the shear-thinning boundary-layer flow over a flat inclined plate,"Griffiths, P.",6 Sep 2017,https://pureportal.coventry.ac.uk/en/publications/stability-of-the-shear-thinning-boundary-layer-flow-over-a-flat-i
749,On the stability of the BEK family of rotating boundary-layer flows for power-law fluids,"Griffiths, P. T.",1 Oct 2016,https://pureportal.coventry.ac.uk/en/publications/on-the-stability-of-the-bek-family-of-rotating-boundary-layer-flo
750,The centrifugal instability of the boundary-layer flow over a slender rotating cone in an enforced axial free stream,"Griffiths, P. T.",10 Feb 2016,https://pureportal.coventry.ac.uk/en/publications/the-centrifugal-instability-of-the-boundary-layer-flow-over-a-sle
751,The effect of non-Newtonian viscosity on the stability of the Blasius boundary layer,"Griffiths, P. T.",Jul 2016,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-non-newtonian-viscosity-on-the-stability-of-the-bla
752,Viscous modes within the compressible boundary-layer flow due to a broad rotating cone,"Griffiths, P. T.",1 Oct 2016,https://pureportal.coventry.ac.uk/en/publications/viscous-modes-within-the-compressible-boundary-layer-flow-due-to-
753,Flow of a generalised Newtonian fluid due to a rotating disk,"Griffiths, P. T.",1 Jul 2015,https://pureportal.coventry.ac.uk/en/publications/flow-of-a-generalised-newtonian-fluid-due-to-a-rotating-disk
754,Stability of the boundary layer on a rotating disk for power-law fluids,"Griffiths, P. T.",May 2014,https://pureportal.coventry.ac.uk/en/publications/stability-of-the-boundary-layer-on-a-rotating-disk-for-power-law-
755,The neutral curve for stationary disturbances in rotating disk flow for power-law fluids,"Griffiths, P. T.",1 Nov 2014,https://pureportal.coventry.ac.uk/en/publications/the-neutral-curve-for-stationary-disturbances-in-rotating-disk-fl
756,Touch and Play? Investigating The Value of Touchscreens for Gamer Experience,"Halloran, J.",Dec 2019,https://pureportal.coventry.ac.uk/en/publications/touch-and-play-investigating-the-value-of-touchscreens-for-gamer-
757,Design implications for task-specific search utilities for retrieval and re-engineering of code,"Iqbal, R.",2017,https://pureportal.coventry.ac.uk/en/publications/design-implications-for-task-specific-search-utilities-for-retrie-2
758,The Human Element: Social Leveraging of User Engagement with Assisted Living Technology,"Halloran, J.",May 2017,https://pureportal.coventry.ac.uk/en/publications/the-human-element-social-leveraging-of-user-engagement-with-assis
759,Cool to Warm Up? Understanding Student Energy Behaviour In Indonesian University Buildings.,"Halloran, J.",2015,https://pureportal.coventry.ac.uk/en/publications/cool-to-warm-up-understanding-student-energy-behaviour-in-indones-2
760,Diagnosis of heart disease by using a radial basis function network classification technique on patients' medical records,"Halloran, J.",2014,https://pureportal.coventry.ac.uk/en/publications/diagnosis-of-heart-disease-by-using-a-radial-basis-function-netwo-2
761,Supporting information exchange among software developers through the development of Collaborative Information Retrieval utilities,"Iqbal, R.",19 Sep 2013,https://pureportal.coventry.ac.uk/en/publications/supporting-information-exchange-among-software-developers-through
762,Distributed information extraction from large-scale wireless sensor networks,"Gaura, E.",May 2012,https://pureportal.coventry.ac.uk/en/publications/distributed-information-extraction-from-large-scale-wireless-sens-2
763,In at the deep end: an activity-led introduction to first year creative computing,"Halloran, J.",Sep 2012,https://pureportal.coventry.ac.uk/en/publications/in-at-the-deep-end-an-activity-led-introduction-to-first-year-cre-2
764,Investigating the value of retention actions as a source of relevance information in the software development environment,"Iqbal, R.",2012,https://pureportal.coventry.ac.uk/en/publications/investigating-the-value-of-retention-actions-as-a-source-of-relev
765,Sustainable future? Building and life-style assessment,"Gaura, E. I.",1 Dec 2012,https://pureportal.coventry.ac.uk/en/publications/sustainable-future-building-and-life-style-assessment
766,Ethnographically informed agent based computational model for collaborative systems,"Iqbal, R.",22 Nov 2010,https://pureportal.coventry.ac.uk/en/publications/ethnographically-informed-agent-based-computational-model-for-col
767,Design challenges and solutions: review of the 4th international workshop on ubiquitous computing (iUBICOM 2009),"Halloran, J.",2009,https://pureportal.coventry.ac.uk/en/publications/design-challenges-and-solutions-review-of-the-4th-international-w-2
768,"It's talk, but not as we know it: using VoIP to communicate in war games","Halloran, J.",2009,https://pureportal.coventry.ac.uk/en/publications/its-talk-but-not-as-we-know-it-using-voip-to-communicate-in-war-g-2
769,The value of values: resourcing co-design of ubiquitous computing,"Halloran, J.",2009,https://pureportal.coventry.ac.uk/en/publications/the-value-of-values-resourcing-co-design-of-ubiquitous-computing-2
770,Automated climate control system,"Hintea, D.",17 May 2018,https://pureportal.coventry.ac.uk/en/publications/automated-climate-control-system
771,Object recognition algorithms implemented on NAO robot for children’s visual learning enhancement,"Karayaneva, Y.",Feb 2018,https://pureportal.coventry.ac.uk/en/publications/object-recognition-algorithms-implemented-on-nao-robot-for-childr
772,Reinforcement Learning-based Thermal Comfort Control for Vehicle Cabins,"Brusey, J.",Apr 2018,https://pureportal.coventry.ac.uk/en/publications/reinforcement-learning-based-thermal-comfort-control-for-vehicle-
773,An investigation into the forensic implications of the Windows 10 operating system: recoverable artefacts and significant changes from Windows 8.1,"Hintea, D.",Nov 2017,https://pureportal.coventry.ac.uk/en/publications/an-investigation-into-the-forensic-implications-of-the-windows-10
774,Professionalising the science of Digital Forensics - Policy Logging and audit-able record keeping as a Life-long record,"Bird, R.",2 Apr 2017,https://pureportal.coventry.ac.uk/en/publications/professionalising-the-science-of-digital-forensics-policy-logging
775,Using Short URLs in Tweets to Improve Twitter Opinion Mining,"Palade, V.",Dec 2017,https://pureportal.coventry.ac.uk/en/publications/using-short-urls-in-tweets-to-improve-twitter-opinion-mining
776,Bridging User Story Sets with the Use Case Model,"Hintea, D.",14 Oct 2016,https://pureportal.coventry.ac.uk/en/publications/bridging-user-story-sets-with-the-use-case-model-2
777,Forensic Analysis of Smartphone Applications for Privacy Leakage,"Hintea, D.",Apr 2016,https://pureportal.coventry.ac.uk/en/publications/forensic-analysis-of-smartphone-applications-for-privacy-leakage
778,Malware in the Mobile Device Android Environment,"Hintea, D.",Apr 2016,https://pureportal.coventry.ac.uk/en/publications/malware-in-the-mobile-device-android-environment
779,A study on several machine learning methods for estimating cabin occupant equivalent temperature,"Hintea, D.",Jul 2015,https://pureportal.coventry.ac.uk/en/publications/a-study-on-several-machine-learning-methods-for-estimating-cabin--2
780,Applicability of Thermal Comfort Models to Car Cabin Environments,"Hintea, D.",Sep 2014,https://pureportal.coventry.ac.uk/en/publications/applicability-of-thermal-comfort-models-to-car-cabin-environments
781,"Comfort in Cars - Estimating Equivalent Temperature for Comfort Driven Heating, Ventilation and Air Conditioning (HVAC) Control","Hintea, D.",Jul 2013,https://pureportal.coventry.ac.uk/en/publications/comfort-in-cars-estimating-equivalent-temperature-for-comfort-dri
